United Kingdom	4
South Africa	1
Germany	4
Sweden	2
Finland	2
Denmark	2
Chile	1
China, People's Republic of	4
Korea, Republic of (South Korea)	4
Canada	15
Israel	1
Japan	1
United States of America	161
Ireland	1
